,log_GrLivArea,has_pool,log_LotArea,log_MasVnrArea,bc_LotArea,yeo_TotalBsmtSF,yeo_GarageArea,yeo_WoodDeckSF,yeo_OpenPorchSF,log_price
0,7.444248649496705,False,9.041921720351219,5.2832037287379885,10.433679590956288,198.28429467893727,204.5179145289512,-0.0,4.227899067487088,12.247694320220994
1,7.140453043101158,False,9.169518377455928,0.0,10.60280884913602,264.6011447467822,177.32963582817308,4.594581038006877,0.0,12.109010932687042
2,7.487733761436444,False,9.328123407632566,5.093750200806762,10.813972813430135,209.20678646616216,222.5797332201641,-0.0,3.8447685944839103,12.31716669303576
3,7.448333860897476,False,9.164296433474776,0.0,10.595874052641216,180.7799299950887,232.66436238253502,-0.0,3.6593256063164024,11.84939770159144
4,7.6953031349635665,False,9.565213693968287,5.860786223465865,11.131569662032717,246.1507759175426,288.45199169728835,4.310040661677823,4.559555908962595,12.429216196844383
5,7.216709486709457,False,9.55499334068759,0.0,11.117830763894961,187.84985781491872,183.58894020794867,3.2207205579049023,3.503558740694269,11.870599909242044
6,7.434847875211999,False,9.218705288307811,5.231108616854587,10.668184605147864,328.09212266473514,230.89218309811795,4.494776290888048,4.157952000299467,12.634603026569334
7,7.644919344958857,False,9.247828816387175,5.484796933490655,10.706940464656716,240.05436106019934,184.8348505375304,4.441999250545759,5.491416862035889,12.206072645530174
8,7.480992162869525,False,8.719317375506371,0.0,10.009034729917122,214.59346343481334,179.83938806030002,3.7979123978668174,0.0,11.77452020265869
9,6.981934677156389,False,8.911934336161426,0.0,10.262066773289913,221.0952505940534,91.66063659158512,-0.0,1.6246116443807253,11.678439903447801
10,6.946975992135418,False,9.323669057283185,0.0,10.80802821304932,229.17065343570692,153.04987883637892,-0.0,0.0,11.771436160121729
11,7.751045117971802,False,9.386308454797962,5.659482215759621,10.891699592647951,250.92659738519595,260.0418338312891,4.1326497996340406,3.147336503702902,12.751299696013497
12,6.815639990074331,False,9.470240063415512,0.0,11.004066881414458,207.8525501248177,142.56230808809255,4.099872875095126,0.0,11.877568578558138
13,7.309212365692763,False,9.273502946933823,5.726847747587197,10.741135051821635,299.92916135575587,289.5745876588743,4.189307774742004,3.599751796935581,12.540757571577291
14,7.133295954896068,False,9.298351249298896,5.3612921657094255,10.774255625308436,263.1981815879487,142.56230808809255,-0.0,5.537141384894325,11.964001084330445
15,6.74993119378857,False,8.719317375506371,0.0,10.009034729917122,194.1341093946476,212.99080686304876,3.3529195321602394,4.859905556015989,11.790557201568507
16,6.911747300251674,False,9.327323087461798,5.198497031265826,10.812904677290517,223.2476317654535,183.58894020794867,-0.0,0.0,11.911701584927597
17,7.16703787691222,False,9.286467732363734,0.0,10.75841277830275,0.0,194.73390792212024,-0.0,0.0,11.407564949312402
18,7.01571242048723,False,9.524786081697178,0.0,11.077249491586615,241.18142509487325,212.99080686304876,-0.0,4.762056613590274,11.976659481202368
19,7.199678345691172,False,8.930626469173578,0.0,10.286702149568924,227.36658354810595,123.0767333520323,-0.0,0.0,11.842229212112828
20,7.773173680482536,False,9.5620530240851,5.942799375126701,11.127320409200275,248.22424696872724,293.21609705697495,4.455633715557742,5.194440240078211,12.692503112461443
21,7.010311867307229,False,8.915835074176277,0.0,10.26720659101174,159.13948680226542,118.26892624436718,-0.0,0.0,11.845102777308561
22,7.492760300922379,False,9.184201714366488,5.641907070938114,10.622314481797378,341.1451947186104,200.2510356143257,4.2335219042673655,5.228115252536753,12.345834587905333
23,6.966024187106113,False,8.348537825386098,0.0,9.526184393878186,229.17065343570692,211.78522965910034,3.8707525234931164,4.841039464890524,11.77452020265869
24,6.966024187106113,False,9.017483513266844,0.0,10.401362902141138,232.43812561999192,114.8071154443438,4.789225093136771,4.631413587346215,11.944707881395766
25,7.3777589082278725,False,9.563107691083898,6.46302945692067,11.1287382734064,310.5947166137385,303.5238297830256,-0.0,4.1397201664528325,12.454103912352162
26,6.802394763324311,False,8.881836305004146,0.0,10.222428879554961,205.8153844960615,212.99080686304876,4.405038350845421,3.568653066502225,11.811547477460344
27,7.440733707389261,False,9.348187438668308,5.303304908059076,10.84075963908358,330.68831064002563,270.3485980387613,-0.0,4.0232091460504495,12.631340380934517
28,7.3777589082278725,False,9.700207901150696,0.0,11.313446447753556,298.43737057434765,131.55693261084946,4.57281912344739,5.7405231165318185,12.24288661865289
29,6.253828811575473,False,8.752107198329362,0.0,10.052002757609229,136.8071407147218,104.27195617018407,3.367786485348143,0.0,11.134589024250317
30,7.183111701743281,False,9.047821442478408,0.0,10.441484950825428,161.3666609115631,107.80978563629292,-0.0,4.10228833128398,10.596634733096073
31,7.113142108707088,False,9.052984561199976,0.0,10.44831695033534,259.287216742296,115.15436806261421,-0.0,4.293520840800548,11.914047823644255
32,7.1180162044653335,False,9.310095205113175,0.0,10.789918137488627,260.22772276160987,184.8348505375304,-0.0,3.503558740694269,12.100156419938624
33,7.438383530044307,False,9.26407069439715,0.0,10.728569366674122,285.497487257979,173.23364968690842,-0.0,3.742817412053643,12.016726473799254
34,7.353081920515432,False,8.89740886527095,5.5093883366279774,10.242932704276626,309.8582381377606,206.94689194829297,4.346613759859514,3.9597671759568183,12.533576212168626
35,7.804659297056102,False,9.504352368122833,4.890349128221754,11.049819774382955,241.66388811299933,247.02340406598833,3.9545958170129634,3.568653066502225,12.641096555879882
36,7.00033446027523,False,9.2927495082169,0.0,10.766786779713023,238.44104684622175,241.4791565063867,4.767367318572885,4.277491594404858,11.884489021402711
37,7.167809184316444,False,9.05157907959124,6.478509642208569,10.446457065160208,270.03259846362727,189.1803981446356,-0.0,0.0,11.938193200374572
38,6.963189985870238,False,8.977398978181862,0.0,10.348408655080402,231.94903411685942,106.39790610891804,-0.0,4.0634862589652325,11.59910316121128
39,7.049254841255837,False,8.706159290928861,0.0,9.991804532969043,0.0,0.0,-0.0,0.0,11.314474526246391
40,7.188412736496954,False,9.066239028001926,4.624972813284271,10.46586067261907,236.9857900753834,171.01884976582272,-0.0,5.0789731812575205,11.982929094215963
41,7.191429330036379,False,9.735364715141987,0.0,11.360937823816078,278.18542719506513,127.84165049337814,-0.0,4.782356504473805,12.043553716032399
42,6.784457062637643,False,9.124782483614537,0.0,10.543435419556266,195.52092191352273,191.0357046863262,4.455633715557742,0.0,11.877568578558138
43,6.843749949006225,False,9.126958763037132,0.0,10.546321873558439,212.2426817014745,127.84165049337814,4.1234584889110915,0.0,11.777210959615614
44,7.047517221357296,False,8.980298078970817,0.0,10.352236350304441,246.94898592732932,125.1239529533799,-0.0,0.0,11.856515169360305
45,7.468513271496337,False,8.943506132037239,6.023447592961033,10.303685250425241,337.5768867895229,212.99080686304876,4.323594260530996,4.534484724649496,12.675763725937609
46,7.67275789664251,False,9.458917724547202,0.0,10.988891545548123,290.93869045316194,240.8938453934392,4.221772805206092,3.8687904263740966,12.387085012375499
47,7.412160334945205,False,9.314339961994667,0.0,10.795580625229684,323.74904214060405,285.64105709574244,-0.0,5.138260172384627,12.428015476267865
48,7.280697195384741,False,8.40200678160712,0.0,9.595473321650262,177.20862930019348,0.0,-0.0,0.0,11.635143097694478
49,6.86171134048073,False,8.954415331137593,0.0,10.318075397069727,215.09602895562688,153.69975784196754,-0.0,0.0,11.751942365440728
50,7.293017679772782,False,9.537411412656335,0.0,11.094206098377022,187.4985909645642,154.34900325457428,-0.0,4.441773477842765,12.083905011555967
51,7.069874128458572,False,8.738735461363474,0.0,10.034475069105715,191.3500241353407,198.41594370446313,3.9485215679335623,0.0,11.648330101976432
52,6.704414354964107,False,9.044521887281242,0.0,10.437119448293807,191.3500241353407,194.73390792212024,3.9108135440292577,0.0,11.608235644774552
53,7.518607216815252,False,10.825183649068833,0.0,12.859034647770459,350.3623260202363,304.6332869483638,5.240921792258832,4.399426757695597,12.86099861326992
54,7.215239978730097,False,8.872627365918836,0.0,10.210308452324508,109.11000319166672,211.78522965910034,-0.0,4.0232091460504495,11.77528972943772
55,7.261927092702751,False,9.227689010310796,5.60947179518496,10.680135882945754,289.58175549483684,212.99080686304876,-0.0,0.0,12.103486056755072
56,7.461065514354283,False,7.8804263442924,6.124683390894205,8.9244425619145,217.60273118462354,183.58894020794867,3.9665737418006954,0.0,12.058152515453552
